1	1	1.03954956	1
2	1	1.26013785	1
3	1	0.83425447	1
4	1	1.02735231	1
5	1	0.92904051	1
6	1	1.10156330	1
7	1	0.87121882	1
8	1	1.08838820	1
9	1	0.86615952	1
10	1	0.93760950	1
11	1	1.09967468	1
12	1	0.81150604	1
13	1	1.17955174	1
14	1	1.14276667	1
15	1	0.88080111	1
16	1	0.89472001	1
17	1	0.92583576	1
18	1	0.98308423	1
19	1	0.88097783	1
20	1	0.88395612	1
21	1	0.90364939	1
22	1	1.08194729	1
23	1	0.97722447	1
24	1	0.99095585	1
25	1	1.00444792	1
26	1	1.10365984	1
27	1	1.06052817	1
28	1	0.94963736	1
29	1	0.99736597	1
30	1	1.04316689	1
31	1	0.98964601	1
32	1	0.98406689	1
33	1	1.03828213	1
34	1	0.98629485	1
35	1	0.83033741	1
36	1	1.09658855	1
37	1	0.98884796	1
38	1	1.03816271	1
39	1	1.10145468	1
40	1	0.98446972	1
41	1	0.95284950	1
42	1	1.00938040	1
43	1	0.97933796	1
44	1	1.11677254	1
45	1	1.11027624	1
46	1	0.86632819	1
47	1	0.84334769	1
48	1	0.82324674	1
49	1	1.03718271	1
50	1	1.15837885	1
51	1	1.06414095	1
52	1	1.00499974	1
53	1	0.98673651	1
54	1	0.98962781	1
55	1	1.11562467	1
56	1	0.97720509	1
57	0	0.01715717	0
58	0	0.05084308	0
59	0	0.03068417	0
60	0	0.10639892	0
61	0	-0.03573100	0
62	0	0.01594492	0
63	0	0.13111541	0
64	0	0.19692691	0
65	0	0.12813084	0
66	0	-0.10016170	0
67	0	0.10771109	0
68	0	0.04256020	0
69	0	-0.16106111	0
70	0	0.04890995	0
71	0	-0.02129582	0
72	0	0.15382357	0
73	0	0.04545078	0
74	0	0.12330291	0
75	0	0.05034827	0
76	0	-0.01334809	0
77	0	0.03317770	0
78	0	-0.10474997	0
79	0	-0.08882692	0
80	0	-0.10041480	0
81	0	-0.08695145	0
82	0	0.24451458	0
83	0	-0.10078025	0
84	0	0.02102173	0
85	0	-0.04900646	0
86	0	-0.06599016	0
87	0	-0.03682855	0
88	0	0.11324724	0
89	0	0.00640552	0
90	0	-0.04808720	0
91	0	0.04034006	0
92	0	0.07861002	0
93	0	0.25905094	0
94	0	0.01479780	0
95	0	-0.01457876	0
96	0	0.24146135	0
97	0	-0.13131296	0
98	0	-0.01140133	0
99	0	0.04413470	0
100	0	0.01058881	0
101	0	-0.05463728	0
102	0	-0.01305175	0
103	0	-0.09261282	0
104	0	0.23422042	0
105	0	-0.03885846	0
106	0	-0.10298197	0
107	0	-0.01857504	0
108	0	0.12336109	0
109	0	-0.14998275	0
110	0	0.05340008	0
111	0	0.10669452	0
112	0	-0.01304053	0
113	0	0.04902871	0
114	0	-0.01586551	0
115	0	0.03739204	0
116	0	-0.05749171	0
117	0	0.13549137	0
118	0	0.08165408	0
119	0	0.08046971	0
120	0	-0.00760748	0
121	0	-0.13127780	0
122	0	0.10840503	0
123	0	-0.11432082	0
124	0	0.00968423	0
125	0	0.06342665	0
126	0	0.05211121	0
127	0	-0.06972687	0
128	0	0.02931822	0
129	0	0.00423747	0
130	0	-0.14511616	0
131	0	-0.09492201	0
132	0	0.09451579	0
133	0	0.04586581	0
134	0	-0.08944071	0
135	0	0.01599705	0
136	0	0.02857653	0
137	0	-0.05980364	0
138	0	-0.00700182	0
139	0	0.01795960	0
140	0	-0.00831414	0
141	0	0.01775747	0
142	0	-0.09080979	0
143	0	0.04135994	0
144	0	0.02606812	0
145	0	0.14279521	0
146	0	0.10375653	0
147	0	-0.02824867	0
148	0	-0.05720554	0
149	0	0.07699558	0
150	0	0.08301700	0
151	0	-0.04924537	0
152	0	-0.04146798	0
153	0	0.00308933	0
154	0	-0.04641319	0
155	0	0.03231093	0
156	0	-0.13900314	0
157	1	1.09901618	1
158	1	1.02030949	1
159	1	1.05942012	1
160	1	0.94657762	1
161	1	0.99899128	1
162	1	0.93217125	1
163	1	0.91384617	1
164	1	1.09135476	1
165	1	0.89107315	1
166	1	1.23464356	1
167	1	1.11591991	1
168	1	1.06976365	1
169	1	1.03170140	1
170	1	0.94667842	1
171	1	1.06357848	1
172	1	1.04648484	1
173	1	1.13579328	1
174	1	1.16749138	1
175	1	1.04726960	1
176	1	1.08580672	1
177	1	1.14949596	1
178	1	1.11137717	1
179	1	0.97027880	1
180	1	1.12633467	1
181	1	1.07620448	1
182	1	0.97951392	1
183	1	1.28242995	1
184	1	0.98720492	1
185	1	1.19717183	1
186	1	0.93444078	1
187	1	1.09420648	1
188	1	1.07195155	1
189	1	1.02856667	1
190	1	1.02688245	1
191	1	0.93108251	1
192	1	0.82699656	1
193	1	1.01818482	1
194	1	0.92939568	1
195	1	0.92316316	1
196	1	0.97660402	1
197	1	1.01617431	1
198	1	1.02792199	1
199	1	1.00128054	1
200	1	0.87529075	1
