1	1	1.07909911	4
2	1	1.52027570	4
3	1	0.66850895	4
4	1	1.05470462	4
5	1	0.85808101	4
6	1	1.20312659	4
7	1	0.74243765	4
8	1	1.17677640	4
9	1	0.73231903	4
10	1	0.87521900	4
11	1	1.19934935	4
12	1	0.62301207	4
13	1	1.35910348	4
14	1	1.28553334	4
15	1	0.76160221	4
16	1	0.78944003	4
17	1	0.85167151	4
18	1	0.96616846	4
19	1	0.76195566	4
20	1	0.76791224	4
21	1	0.80729879	4
22	1	1.16389459	4
23	1	0.95444894	4
24	1	0.98191170	4
25	1	1.00889583	4
26	1	1.20731968	4
27	1	1.12105633	4
28	1	0.89927473	4
29	1	0.99473194	4
30	1	1.08633378	4
31	1	0.97929202	4
32	1	0.96813379	4
33	1	1.07656426	4
34	1	0.97258970	4
35	1	0.66067483	4
36	1	1.19317709	4
37	1	0.97769592	4
38	1	1.07632542	4
39	1	1.20290937	4
40	1	0.96893945	4
41	1	0.90569899	4
42	1	1.01876080	4
43	1	0.95867592	4
44	1	1.23354509	4
45	1	1.22055249	4
46	1	0.73265638	4
47	1	0.68669538	4
48	1	0.64649347	4
49	1	1.07436542	4
50	1	1.31675770	4
51	1	1.12828191	4
52	1	1.00999949	4
53	1	0.97347302	4
54	1	0.97925563	4
55	1	1.23124933	4
56	1	0.95441017	4
57	0	0.03431433	3
58	0	0.10168616	3
59	0	0.06136835	3
60	0	0.21279784	3
61	0	-0.07146201	3
62	0	0.03188983	3
63	0	0.26223082	3
64	0	0.39385383	3
65	0	0.25626168	3
66	0	-0.20032341	3
67	0	0.21542217	3
68	0	0.08512041	3
69	0	-0.32212221	3
70	0	0.09781990	3
71	0	-0.04259165	3
72	0	0.30764714	3
73	0	0.09090157	3
74	0	0.24660582	3
75	0	0.10069654	3
76	0	-0.02669618	3
77	0	0.06635540	3
78	0	-0.20949993	3
79	0	-0.17765383	3
80	0	-0.20082961	3
81	0	-0.17390289	3
82	0	0.48902916	3
83	0	-0.20156049	3
84	0	0.04204346	3
85	0	-0.09801292	3
86	0	-0.13198032	3
87	0	-0.07365711	3
88	0	0.22649447	3
89	0	0.01281104	3
90	0	-0.09617439	3
91	0	0.08068012	3
92	0	0.15722003	3
93	0	0.51810189	3
94	0	0.02959561	3
95	0	-0.02915753	3
96	0	0.48292269	3
97	0	-0.26262592	3
98	0	-0.02280265	3
99	0	0.08826940	3
100	0	0.02117761	3
101	0	-0.10927455	3
102	0	-0.02610349	3
103	0	-0.18522564	3
104	0	0.46844085	3
105	0	-0.07771691	3
106	0	-0.20596393	3
107	0	-0.03715008	3
108	0	0.24672219	3
109	0	-0.29996550	3
110	0	0.10680016	3
111	0	0.21338903	3
112	0	-0.02608106	3
113	0	0.09805742	3
114	0	-0.03173102	3
115	0	0.07478409	3
116	0	-0.11498342	3
117	0	0.27098275	3
118	0	0.16330816	3
119	0	0.16093943	3
120	0	-0.01521496	3
121	0	-0.26255560	3
122	0	0.21681006	3
123	0	-0.22864164	3
124	0	0.01936846	3
125	0	0.12685331	3
126	0	0.10422242	3
127	0	-0.13945374	3
128	0	0.05863644	3
129	0	0.00847493	3
130	0	-0.29023232	3
131	0	-0.18984403	3
132	0	0.18903159	3
133	0	0.09173162	3
134	0	-0.17888143	3
135	0	0.03199409	3
136	0	0.05715305	3
137	0	-0.11960728	3
138	0	-0.01400365	3
139	0	0.03591919	3
140	0	-0.01662827	3
141	0	0.03551495	3
142	0	-0.18161959	3
143	0	0.08271988	3
144	0	0.05213625	3
145	0	0.28559042	3
146	0	0.20751306	3
147	0	-0.05649734	3
148	0	-0.11441108	3
149	0	0.15399116	3
150	0	0.16603399	3
151	0	-0.09849074	3
152	0	-0.08293596	3
153	0	0.00617867	3
154	0	-0.09282638	3
155	0	0.06462185	3
156	0	-0.27800627	3
157	1	1.19803235	4
158	1	1.04061897	4
159	1	1.11884024	4
160	1	0.89315524	4
161	1	0.99798256	4
162	1	0.86434249	4
163	1	0.82769233	4
164	1	1.18270951	4
165	1	0.78214629	4
166	1	1.46928713	4
167	1	1.23183982	4
168	1	1.13952729	4
169	1	1.06340280	4
170	1	0.89335683	4
171	1	1.12715697	4
172	1	1.09296969	4
173	1	1.27158657	4
174	1	1.33498276	4
175	1	1.09453921	4
176	1	1.17161343	4
177	1	1.29899193	4
178	1	1.22275434	4
179	1	0.94055759	4
180	1	1.25266934	4
181	1	1.15240896	4
182	1	0.95902783	4
183	1	1.56485990	4
184	1	0.97440984	4
185	1	1.39434366	4
186	1	0.86888157	4
187	1	1.18841295	4
188	1	1.14390309	4
189	1	1.05713334	4
190	1	1.05376490	4
191	1	0.86216501	4
192	1	0.65399312	4
193	1	1.03636964	4
194	1	0.85879137	4
195	1	0.84632632	4
196	1	0.95320804	4
197	1	1.03234862	4
198	1	1.05584398	4
199	1	1.00256109	4
200	1	0.75058150	4
